platform,post_id,content_type,date_posted,likes,comments,shares,saves,retweets,clicks,views,impressions,reach,followers_at_time,demographic_segment,location,device_type,campaign_name,ad_spend,boosted,caption_text,hashtags,link_clicked,video_duration,engagement,engagement_rate,click_through_rate,conversion_rate
Facebook,POST00942,reel,2024-02-09 06:00:00,46,9,6,4,3,15,7476,3249,1045,72351,25-34,Germany,desktop,New Product Launch,455.62,False,Picture physical southern trial.,"#site, #him",False,24.7,61,0.018775007694675286,0.0046168051708217915,0.0
Twitter,POST00943,reel,2024-02-09 07:00:00,48,12,5,1,4,15,1210,2993,15669,42680,45-54,UK,tablet,New Product Launch,113.27,True,He enough former represent growth general behavior.,"#according, #defense",True,0.7,65,0.021717340461075842,0.005011693952555964,0.06666666666666667
Twitter,POST00944,image,2024-02-09 08:00:00,49,11,3,3,5,24,2408,4271,6131,56678,35-44,Germany,tablet,Summer Sale,155.25,True,Project shoulder class better stop machine play story.,"#like, #audience",True,139.6,63,0.014750643877312106,0.005619292905642706,0.041666666666666664
LinkedIn,POST00945,reel,2024-02-09 09:00:00,44,5,6,3,6,21,9099,5028,16279,10072,55+,Nigeria,mobile,New Product Launch,182.03,True,Contain beat key expert deep.,"#Mrs, #discussion",True,118.0,55,0.010938743038981702,0.004176610978520286,0.047619047619047616
Twitter,POST00946,image,2024-02-09 10:00:00,46,11,6,2,5,25,3115,1180,1438,82035,35-44,India,tablet,Summer Sale,456.88,False,Part could indicate so bed debate.,"#alone, #attorney",False,158.1,63,0.053389830508474574,0.0211864406779661,0.0
Facebook,POST00947,text,2024-02-09 11:00:00,42,9,5,2,2,12,2622,805,16198,50709,35-44,Nigeria,tablet,Holiday Promo,88.0,False,Bed test employee bag board short.,"#check, #past",True,104.0,56,0.06956521739130435,0.014906832298136646,0.08333333333333333
Instagram,POST00948,image,2024-02-09 12:00:00,48,7,4,3,3,18,865,17877,2792,48464,25-34,UK,desktop,Summer Sale,111.51,False,Fear town blue increase walk baby.,"#beyond, #then",True,8.2,59,0.0033003300330033004,0.0010068803490518544,0.05555555555555555
Twitter,POST00949,text,2024-02-09 13:00:00,52,7,5,2,4,25,5409,14340,5941,81742,55+,Nigeria,desktop,Summer Sale,365.55,False,Order product seven woman parent amount.,"#town, #unit",True,3.9,64,0.004463040446304045,0.0017433751743375174,0.04
LinkedIn,POST00950,image,2024-02-09 14:00:00,42,14,6,0,3,18,1381,1901,16210,23287,45-54,US,tablet,Holiday Promo,467.34,False,Minute its account recent.,"#town, #purpose",True,141.4,62,0.03261441346659653,0.009468700683850605,0.05555555555555555
Facebook,POST00951,text,2024-02-09 15:00:00,53,9,4,0,5,18,9099,4801,7226,63541,45-54,India,mobile,Summer Sale,52.37,False,Meeting car now talk bar truth drive.,"#determine, #instead",True,160.2,66,0.013747136013330555,0.0037492189127265154,0.05555555555555555
Twitter,POST00952,reel,2024-02-09 16:00:00,54,4,4,2,4,21,8796,6372,16029,3606,45-54,India,mobile,Brand Awareness,261.12,True,Popular same wrong time relationship.,"#college, #strategy",False,144.1,62,0.00973006905210295,0.003295668549905838,0.0
Facebook,POST00953,text,2024-02-09 17:00:00,50,12,4,4,2,21,6747,6462,7096,21923,45-54,Nigeria,mobile,Summer Sale,457.23,False,Security huge performance throw.,"#anyone, #born",False,67.3,66,0.01021355617455896,0.0032497678737233053,0.0
LinkedIn,POST00954,reel,2024-02-09 18:00:00,54,10,6,5,1,26,8874,8884,11084,50720,25-34,Germany,tablet,New Product Launch,443.04,False,White yes decade seven figure I share.,"#cut, #soon",False,119.2,70,0.007879333633498424,0.002926609635299415,0.0
LinkedIn,POST00955,reel,2024-02-09 19:00:00,50,8,4,2,4,16,533,19891,13549,76838,55+,UK,tablet,New Product Launch,474.23,True,Either during worry need usually never.,"#strong, #old",True,14.0,62,0.003116987582323664,0.0008043838922125585,0.0625
Facebook,POST00956,text,2024-02-09 20:00:00,55,10,3,1,2,23,8697,15783,16182,22789,45-54,Germany,mobile,Brand Awareness,451.05,True,Open return door goal.,"#couple, #keep",False,129.3,68,0.004308433124247608,0.0014572641449661027,0.0
Twitter,POST00957,image,2024-02-09 21:00:00,49,13,4,1,4,14,1002,6274,11968,90836,18-24,Nigeria,tablet,Brand Awareness,157.35,False,Light international get those bill morning.,"#Republican, #health",True,44.9,66,0.010519604717883328,0.0022314313037934334,0.07142857142857142
Instagram,POST00958,image,2024-02-09 22:00:00,48,8,6,3,4,26,6738,3829,8428,87020,45-54,UK,mobile,Brand Awareness,104.01,True,Cause word sell opportunity.,"#trouble, #according",True,168.2,62,0.01619221728910943,0.0067902846696265345,0.038461538461538464
LinkedIn,POST00959,video,2024-02-09 23:00:00,54,7,4,5,6,20,8030,16895,17129,6774,25-34,India,desktop,New Product Launch,450.74,False,Stand behind push scientist size result despite.,"#up, #sister",False,60.8,65,0.0038472920982539215,0.0011837821840781297,0.0
Twitter,POST00960,image,2024-02-10 00:00:00,59,15,3,2,3,19,8656,8477,4124,41825,18-24,UK,desktop,Brand Awareness,355.98,False,Cut avoid practice know open society.,"#maybe, #loss",False,61.1,77,0.009083402146985962,0.0022413589713341986,0.0
Twitter,POST00961,video,2024-02-10 01:00:00,37,5,6,4,7,23,7625,714,15869,25350,35-44,US,mobile,Holiday Promo,189.26,True,Wife wonder recognize animal rock.,"#contain, #recent",True,51.5,48,0.06722689075630252,0.03221288515406162,0.043478260869565216
Instagram,POST00962,image,2024-02-10 02:00:00,48,6,6,2,5,28,7064,9365,16095,62329,25-34,Nigeria,tablet,New Product Launch,356.47,True,Use situation organization best environmental.,"#chance, #Democrat",False,114.0,60,0.006406833956219968,0.002989855846235985,0.0
LinkedIn,POST00963,image,2024-02-10 03:00:00,43,16,3,3,2,20,2357,1284,10953,28212,45-54,Nigeria,desktop,Brand Awareness,153.6,False,Whom citizen common third candidate case firm.,"#radio, #institution",True,17.4,62,0.048286604361370715,0.01557632398753894,0.05
LinkedIn,POST00964,reel,2024-02-10 04:00:00,51,8,3,2,2,20,6862,9409,5127,87442,55+,Germany,mobile,Brand Awareness,290.67,True,Write see source simply like explain lawyer.,"#into, #official",False,9.6,62,0.006589435646721225,0.002125624402168137,0.0
Twitter,POST00965,video,2024-02-10 05:00:00,45,9,2,5,1,18,9213,11198,11241,52179,55+,US,mobile,Holiday Promo,116.67,False,Industry mind win situation mention color.,"#religious, #peace",True,125.3,56,0.005000893016610109,0.0016074298981961065,0.05555555555555555
Twitter,POST00966,image,2024-02-10 06:00:00,59,11,3,4,4,21,6474,14175,16770,84711,18-24,Germany,tablet,Holiday Promo,280.87,True,Six personal well alone right consider.,"#try, #ask",False,170.2,73,0.005149911816578483,0.0014814814814814814,0.0
Instagram,POST00967,video,2024-02-10 07:00:00,43,10,5,4,5,26,3634,4916,15282,85018,25-34,US,tablet,Summer Sale,461.58,True,Democratic general owner media each.,"#only, #piece",True,133.9,58,0.011798209926769731,0.0052888527257933275,0.038461538461538464
Instagram,POST00968,reel,2024-02-10 08:00:00,46,4,7,3,7,20,1977,14443,9930,35187,18-24,India,desktop,Holiday Promo,385.72,False,Wait hot store sing purpose your.,"#catch, #live",False,45.0,57,0.003946548501003947,0.0013847538600013848,0.0
LinkedIn,POST00969,reel,2024-02-10 09:00:00,49,12,3,3,0,16,7052,4338,15718,19804,18-24,UK,mobile,Summer Sale,328.03,True,Need about third majority rule.,"#like, #peace",False,65.2,64,0.01475334255417243,0.0036883356385431073,0.0
Facebook,POST00970,video,2024-02-10 10:00:00,42,9,3,2,0,20,3772,2787,8089,75706,55+,India,mobile,Holiday Promo,123.01,False,Point people including up.,"#lose, #book",True,36.6,54,0.0193756727664155,0.007176175098672408,0.05
LinkedIn,POST00971,reel,2024-02-10 11:00:00,64,9,6,1,2,23,4105,16898,8509,6522,25-34,UK,mobile,Holiday Promo,31.68,True,Serious build young remember modern.,"#million, #time",True,123.1,79,0.004675109480411883,0.0013611078234110545,0.043478260869565216
Twitter,POST00972,text,2024-02-10 12:00:00,49,8,7,5,3,18,5994,5472,14408,76405,55+,Germany,desktop,New Product Launch,355.28,True,Firm part table recent store tend.,"#add, #wrong",True,42.7,64,0.011695906432748537,0.003289473684210526,0.05555555555555555
LinkedIn,POST00973,text,2024-02-10 13:00:00,39,6,3,9,1,22,1999,5973,5292,37176,25-34,US,desktop,Summer Sale,288.05,True,Both to admit test sometimes rule line citizen.,"#option, #walk",False,102.8,48,0.00803616273229533,0.003683241252302026,0.0
Facebook,POST00974,reel,2024-02-10 14:00:00,45,9,6,6,7,18,9465,16316,622,48681,55+,UK,desktop,Summer Sale,106.3,True,Really us than lawyer.,"#deep, #drug",True,151.1,60,0.003677371904878647,0.001103211571463594,0.05555555555555555
Instagram,POST00975,text,2024-02-10 15:00:00,32,8,8,1,5,16,7778,3836,4632,6734,25-34,India,mobile,Summer Sale,467.38,False,Space continue politics find moment piece maintain.,"#ten, #democratic",False,93.0,48,0.01251303441084463,0.004171011470281543,0.0
Facebook,POST00976,image,2024-02-10 16:00:00,56,8,3,3,6,24,5219,8178,13268,55776,35-44,Nigeria,tablet,Holiday Promo,276.01,False,Sea discuss former.,"#finally, #well",False,106.8,67,0.008192712154561018,0.00293470286133529,0.0
Facebook,POST00977,video,2024-02-10 17:00:00,49,12,3,2,5,27,3077,8117,9742,99725,55+,Nigeria,mobile,Summer Sale,285.93,False,Nature east hold between interest.,"#enjoy, #hand",True,174.3,64,0.007884686460514968,0.0033263521005297524,0.037037037037037035
Facebook,POST00978,image,2024-02-10 18:00:00,48,10,5,2,5,15,4590,1225,4741,8124,35-44,Nigeria,tablet,Summer Sale,149.38,False,Possible account house.,"#her, #opportunity",False,57.5,63,0.05142857142857143,0.012244897959183673,0.0
Instagram,POST00979,video,2024-02-10 19:00:00,56,8,5,7,4,30,9102,13478,6272,9371,18-24,Germany,desktop,Summer Sale,439.69,True,Head win stock year when.,"#strong, #officer",True,143.5,69,0.005119453924914676,0.002225849532571598,0.03333333333333333
Facebook,POST00980,reel,2024-02-10 20:00:00,49,12,7,4,6,21,7548,8559,710,76158,55+,India,mobile,Holiday Promo,445.7,False,Impact technology strategy respond mean why affect break.,"#quickly, #red",False,123.6,68,0.00794485337072088,0.0024535576586049773,0.0
Facebook,POST00981,image,2024-02-10 21:00:00,49,9,9,1,5,19,5475,17622,714,80965,18-24,UK,tablet,Summer Sale,357.57,False,Century treatment hour including.,"#their, #poor",True,20.4,67,0.003802065599818409,0.0010781977074111905,0.05263157894736842
Facebook,POST00982,reel,2024-02-10 22:00:00,46,8,4,5,2,15,6141,707,10292,69160,55+,India,mobile,New Product Launch,49.64,False,We heart probably wonder ever seven.,"#responsibility, #rise",True,178.2,58,0.08203677510608204,0.021216407355021217,0.06666666666666667
Twitter,POST00983,reel,2024-02-10 23:00:00,50,4,6,3,5,26,2605,17798,17495,64493,18-24,India,mobile,Summer Sale,42.19,True,What education set get woman page.,"#loss, #similar",False,124.1,60,0.0033711652994718507,0.001460838296437802,0.0
Facebook,POST00984,video,2024-02-11 00:00:00,41,11,6,3,4,16,9799,693,14736,12470,45-54,Germany,mobile,Summer Sale,234.69,False,Difficult better sense field.,"#article, #down",False,2.5,58,0.0836940836940837,0.023088023088023088,0.0
Instagram,POST00985,video,2024-02-11 01:00:00,45,8,5,4,6,18,2333,18411,14844,18827,25-34,UK,mobile,Brand Awareness,71.05,False,Method house attention best fear resource clearly.,"#nice, #third",True,130.0,58,0.003150290587148987,0.000977676389115203,0.05555555555555555
Facebook,POST00986,video,2024-02-11 02:00:00,35,8,6,6,3,20,7843,12643,8732,32961,18-24,UK,desktop,Holiday Promo,165.96,False,Reveal mother while onto.,"#station, #financial",True,24.1,49,0.003875662421893538,0.0015819030293443012,0.05
Facebook,POST00987,image,2024-02-11 03:00:00,38,12,10,4,4,14,1990,5304,16103,48605,25-34,India,desktop,New Product Launch,85.67,True,Television memory huge measure chair official couple.,"#stay, #degree",True,52.8,60,0.011312217194570135,0.0026395173453996985,0.07142857142857142
Instagram,POST00988,text,2024-02-11 04:00:00,49,12,4,5,10,28,1313,12307,1657,83749,18-24,India,tablet,New Product Launch,155.06,False,Role industry still vote son enough image loss.,"#science, #decade",True,62.7,65,0.005281547087023645,0.002275127975948647,0.03571428571428571
Facebook,POST00989,video,2024-02-11 05:00:00,45,9,3,1,3,14,6688,4537,17374,11938,55+,Nigeria,desktop,Brand Awareness,471.46,False,Student protect ground owner six magazine far.,"#information, #city",True,55.8,57,0.012563367864227463,0.003085739475424289,0.07142857142857142
Instagram,POST00990,video,2024-02-11 06:00:00,38,11,8,3,5,14,2950,10487,16211,7593,25-34,India,desktop,New Product Launch,376.68,False,Form care possible left themselves executive ago.,"#peace, #north",True,134.0,57,0.005435300848669782,0.0013349861733574903,0.07142857142857142
Facebook,POST00991,image,2024-02-11 07:00:00,46,12,6,4,7,14,1739,14612,4811,35570,25-34,US,desktop,New Product Launch,69.15,True,Media picture agreement concern peace the from near.,"#some, #it",False,135.6,64,0.0043799616753353405,0.0009581166164796058,0.0
Instagram,POST00992,video,2024-02-11 08:00:00,61,11,7,6,3,23,9683,3874,17969,13906,35-44,Nigeria,desktop,New Product Launch,334.46,False,Age according data degree.,"#quite, #happen",True,95.1,79,0.020392359318533816,0.005937016004130098,0.043478260869565216
Facebook,POST00993,image,2024-02-11 09:00:00,39,10,5,1,3,22,3973,3586,414,3671,25-34,US,tablet,Summer Sale,15.25,False,Professional area out state dog dark decide little.,"#yard, #scene",False,102.1,54,0.01505856107083101,0.006134969325153374,0.0
Facebook,POST00994,reel,2024-02-11 10:00:00,68,12,6,2,5,19,7626,2526,9227,19569,25-34,India,desktop,Summer Sale,491.81,False,Usually five court hold.,"#be, #letter",False,56.4,86,0.034045922406967535,0.007521773555027712,0.0
Twitter,POST00995,video,2024-02-11 11:00:00,49,16,2,3,6,19,6368,4066,2332,21483,25-34,India,desktop,Summer Sale,265.85,False,Thousand dog itself.,"#suffer, #nothing",False,4.2,67,0.01647811116576488,0.004672897196261682,0.0
Twitter,POST00996,video,2024-02-11 12:00:00,45,10,4,2,0,20,108,13477,4727,77690,18-24,Germany,tablet,Brand Awareness,252.71,False,Everything response black.,"#out, #above",False,63.3,59,0.0043778288936706985,0.0014840097944646435,0.0
Facebook,POST00997,reel,2024-02-11 13:00:00,51,7,4,2,7,18,3276,7926,12980,33473,45-54,India,desktop,Brand Awareness,120.17,True,Visit commercial thought blood boy.,"#project, #answer",True,1.7,62,0.007822356800403735,0.002271006813020439,0.05555555555555555
Facebook,POST00998,reel,2024-02-11 14:00:00,59,10,5,3,0,19,4289,4591,7687,67001,25-34,Germany,tablet,Summer Sale,228.92,True,Wind social save product receive Democrat here.,"#we, #stand",True,155.7,74,0.01611849270311479,0.004138531910259203,0.05263157894736842
LinkedIn,POST00999,reel,2024-02-11 15:00:00,52,6,6,4,7,21,3704,9769,13825,41959,45-54,Germany,desktop,Holiday Promo,263.12,False,Along several painting rest.,"#soldier, #home",True,115.3,64,0.0065513358583273625,0.0021496570785136658,0.047619047619047616
Instagram,POST01000,video,2024-02-11 16:00:00,51,12,6,5,9,18,7989,13439,9547,5669,25-34,UK,desktop,Summer Sale,329.1,True,Speak discuss plan indicate.,"#impact, #professor",False,176.3,69,0.00513431058858546,0.0013393853709353374,0.0
LinkedIn,POST01001,text,2024-02-11 17:00:00,52,6,3,2,4,18,4541,17232,2750,65937,55+,Germany,mobile,Holiday Promo,22.96,True,Hard blood rule dark fill.,"#any, #its",False,32.9,61,0.003539925719591458,0.0010445682451253482,0.0
Twitter,POST01002,text,2024-02-11 18:00:00,56,12,6,4,4,18,2050,18291,14181,57348,45-54,UK,tablet,New Product Launch,171.09,True,Participant anything state discover why though cover.,"#beat, #top",False,118.4,74,0.0040457055382428515,0.0009840905363293422,0.0
Twitter,POST01003,text,2024-02-11 19:00:00,48,11,3,4,6,18,9747,5806,10136,78006,35-44,UK,tablet,Holiday Promo,193.5,True,Pass despite whose poor.,"#activity, #join",True,33.8,62,0.010678608336203927,0.003100241129865656,0.05555555555555555
Twitter,POST01004,video,2024-02-11 20:00:00,49,11,7,4,5,22,8421,15156,6716,44947,25-34,Nigeria,mobile,Brand Awareness,74.58,True,No whom keep paper talk add.,"#seek, #painting",False,115.0,67,0.004420691475323304,0.0014515703351807865,0.0
Twitter,POST01005,reel,2024-02-11 21:00:00,50,7,3,3,3,17,4936,5971,4711,43495,55+,UK,tablet,Brand Awareness,119.89,True,Amount like stop would.,"#rather, #old",True,88.5,60,0.010048568079048735,0.0028470942890638086,0.058823529411764705
Facebook,POST01006,video,2024-02-11 22:00:00,52,11,6,2,4,23,6859,13243,5469,29448,45-54,Nigeria,tablet,New Product Launch,118.34,True,There paper second material.,"#put, #address",False,119.6,69,0.005210299781016386,0.0017367665936721286,0.0
Twitter,POST01007,reel,2024-02-11 23:00:00,57,7,9,2,6,22,5875,4592,5376,93585,55+,Nigeria,tablet,Brand Awareness,405.19,False,Central form peace different.,"#way, #teach",False,130.6,73,0.015897212543554008,0.004790940766550522,0.0
Facebook,POST01008,video,2024-02-12 00:00:00,44,7,3,2,2,23,2453,8984,2003,74098,35-44,Nigeria,mobile,Holiday Promo,343.61,True,I billion example type life particularly he.,"#stand, #cup",False,94.1,54,0.006010685663401603,0.002560106856634016,0.0
Facebook,POST01009,video,2024-02-12 01:00:00,45,12,5,0,2,31,8672,12946,4742,8891,35-44,India,tablet,Summer Sale,461.37,True,Safe become camera kitchen good.,"#minute, #available",False,88.9,62,0.004789124053761779,0.0023945620268808897,0.0
Twitter,POST01010,reel,2024-02-12 02:00:00,53,10,7,1,6,19,5599,18386,11594,8642,35-44,Germany,desktop,Summer Sale,154.95,True,End main development easy able building.,"#health, #beyond",False,12.5,70,0.0038072446426628955,0.0010333949744370716,0.0
Twitter,POST01011,text,2024-02-12 03:00:00,49,15,2,0,3,18,8809,16908,17467,30941,35-44,Germany,desktop,Brand Awareness,440.83,False,Near hot into western weight discuss former.,"#eat, #commercial",False,65.5,66,0.0039034776437189495,0.0010645848119233499,0.0
Instagram,POST01012,reel,2024-02-12 04:00:00,51,5,4,7,4,26,6905,13605,17112,43354,55+,US,tablet,Brand Awareness,431.9,False,Night remain thus everyone.,"#capital, #type",True,54.4,60,0.004410143329658214,0.0019110621095185594,0.038461538461538464
LinkedIn,POST01013,image,2024-02-12 05:00:00,41,6,4,1,2,16,7201,15396,10387,66272,45-54,US,mobile,Holiday Promo,223.98,True,Enough rest director trial.,"#big, #authority",False,112.6,51,0.003312548713951676,0.0010392309690828788,0.0
Twitter,POST01014,image,2024-02-12 06:00:00,59,6,12,6,2,24,5102,18427,9680,40554,35-44,India,desktop,Summer Sale,314.86,True,Stock away hot someone fact million.,"#middle, #so",False,49.7,77,0.004178650892711782,0.0013024366418841918,0.0
Instagram,POST01015,reel,2024-02-12 07:00:00,55,11,3,2,4,10,176,15313,1750,27575,55+,UK,desktop,Holiday Promo,298.98,True,Single buy against night amount follow common.,"#west, #true",False,41.8,69,0.004505975315091752,0.0006530399007379351,0.0
